SKU,COLORS ,SIZES,TITLE,SHORTDESCRIPTION,LONGDESCRIPTION,REGULAR PRICE,VENDOR,CATEGORIES,IMAGE ALT TEXT,IMAGE CAPTION TEXT,META TITLE,META DESCRIPTION,META KEYWORDS
26057,"Cloud Blue, Gunmetal","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26057,Gigi by La Femme 26057 Dress,"Gigi by La Femme 26057 dresses are available is these colors: Cloud Blue, Gunmetal. Our guaranteed low price is $398 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26057 from an authorized International Prom Association Retailer.",398,Gigi by La Femme,A-Line Dresses;Blue Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Scoop Necklines Dresses;Gigi by La Femme;Silver Dresses,"Gigi by La Femme 26057 dresses images.  Available in Cloud Blue, Gunmetal for $398",Gigi by La Femme 26057,Gigi by La Femme - 26057 - Formal Dress - Prom Dress - 26057,"Gigi by La Femme 26057 prom dress available for $398. Buy with confidence, this is an authentic Gigi by La Femme 26057 designer dress.","26057,La Femme,LaFemme 26057,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26059,"Gunmetal, Navy","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26059,Gigi by La Femme 26059 Dress,"Gigi by La Femme 26059 dresses are available is these colors: Gunmetal, Navy. Our guaranteed low price is $338 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26059 from an authorized International Prom Association Retailer.",338,Gigi by La Femme,A-Line Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Silver Dresses;Sweetheart Neckline Dresses;V-Neck Dresses;Gigi by La Femme;Blue Dresses,"Gigi by La Femme 26059 dresses images.  Available in Gunmetal, Navy for $338",Gigi by La Femme 26059,Gigi by La Femme - 26059 - Formal Dress - Prom Dress - 26059,"Gigi by La Femme 26059 prom dress available for $338. Buy with confidence, this is an authentic Gigi by La Femme 26059 designer dress.","26059,La Femme,LaFemme 26059,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26060,"Charcoal, Cloud Blue, Light Blush, Teal","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26060,Gigi by La Femme 26060 Dress,"Gigi by La Femme 26060 dresses are available is these colors: Charcoal, Cloud Blue, Light Blush, Teal. Our guaranteed low price is $338 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26060 from an authorized International Prom Association Retailer.",338,Gigi by La Femme,Blue Dresses;Formal Dresses;Homecoming Dresses;Illusion Dresses;Long Dresses;Party Dresses;Prom Dresses;Scoop Necklines Dresses;Sexy and Sleek Dresses;Straight Dresses;Gigi by La Femme;Pink Dresses;Green Dresses,"Gigi by La Femme 26060 dresses images.  Available in Charcoal, Cloud Blue, Light Blush, Teal for $338",Gigi by La Femme 26060,Gigi by La Femme - 26060 - Formal Dress - Prom Dress - 26060,"Gigi by La Femme 26060 prom dress available for $338. Buy with confidence, this is an authentic Gigi by La Femme 26060 designer dress.","26060,La Femme,LaFemme 26060,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26061,"Dark Teal, Platinum, Royal Blue","00, 0, 2, 4, 6, 8, 10, 12, 14, 16",Gigi by La Femme 26061,Gigi by La Femme 26061 Dress,"Gigi by La Femme 26061 dresses are available is these colors: Dark Teal, Platinum, Royal Blue. Our guaranteed low price is $338 for all sizes: 00-16.  Buy your authentic Gigi by La Femme 26061 from an authorized International Prom Association Retailer.",338,Gigi by La Femme,A-Line Dresses;Empire Waist Dresses;Formal Dresses;Green Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Sweetheart Neckline Dresses;V-Neck Dresses;Gigi by La Femme;Silver Dresses;Blue Dresses,"Gigi by La Femme 26061 dresses images.  Available in Dark Teal, Platinum, Royal Blue for $338",Gigi by La Femme 26061,Gigi by La Femme - 26061 - Formal Dress - Prom Dress - 26061,"Gigi by La Femme 26061 prom dress available for $338. Buy with confidence, this is an authentic Gigi by La Femme 26061 designer dress.","26061,La Femme,LaFemme 26061,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26063,"Blush, Light Silver","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26063,Gigi by La Femme 26063 Dress,"Gigi by La Femme 26063 dresses are available is these colors: Blush, Light Silver. Our guaranteed low price is $358 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26063 from an authorized International Prom Association Retailer.",358,Gigi by La Femme,Formal Dresses;Homecoming Dresses;Illusion Dresses;Long Dresses;Party Dresses;Pink Dresses;Prom Dresses;Scoop Necklines Dresses;Sexy and Sleek Dresses;Straight Dresses;Two Piece Dresses;Gigi by La Femme;Silver Dresses,"Gigi by La Femme 26063 dresses images.  Available in Blush, Light Silver for $358",Gigi by La Femme 26063,Gigi by La Femme - 26063 - Formal Dress - Prom Dress - 26063,"Gigi by La Femme 26063 prom dress available for $358. Buy with confidence, this is an authentic Gigi by La Femme 26063 designer dress.","26063,La Femme,LaFemme 26063,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26069,"Blush, Cloud Blue","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26069,Gigi by La Femme 26069 Dress,"Gigi by La Femme 26069 dresses are available is these colors: Blush, Cloud Blue. Our guaranteed low price is $338 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26069 from an authorized International Prom Association Retailer.",338,Gigi by La Femme,Formal Dresses;Homecoming Dresses;Illusion Dresses;Long Dresses;Party Dresses;Pink Dresses;Prom Dresses;Scoop Necklines Dresses;Sexy and Sleek Dresses;Straight Dresses;Gigi by La Femme;Blue Dresses,"Gigi by La Femme 26069 dresses images.  Available in Blush, Cloud Blue for $338",Gigi by La Femme 26069,Gigi by La Femme - 26069 - Formal Dress - Prom Dress - 26069,"Gigi by La Femme 26069 prom dress available for $338. Buy with confidence, this is an authentic Gigi by La Femme 26069 designer dress.","26069,La Femme,LaFemme 26069,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26070,"Navy, Teal","00, 0, 2, 4, 6, 8, 10, 12, 14, 16",Gigi by La Femme 26070,Gigi by La Femme 26070 Dress,"Gigi by La Femme 26070 dresses are available is these colors: Navy, Teal. Our guaranteed low price is $338 for all sizes: 00-16.  Buy your authentic Gigi by La Femme 26070 from an authorized International Prom Association Retailer.",338,Gigi by La Femme,A-Line Dresses;Blue Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Sweetheart Neckline Dresses;V-Neck Dresses;Gigi by La Femme;Green Dresses,"Gigi by La Femme 26070 dresses images.  Available in Navy, Teal for $338",Gigi by La Femme 26070,Gigi by La Femme - 26070 - Formal Dress - Prom Dress - 26070,"Gigi by La Femme 26070 prom dress available for $338. Buy with confidence, this is an authentic Gigi by La Femme 26070 designer dress.","26070,La Femme,LaFemme 26070,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26071,"Navy, White","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26071,Gigi by La Femme 26071 Dress,"Gigi by La Femme 26071 dresses are available is these colors: Navy, White. Our guaranteed low price is $418 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26071 from an authorized International Prom Association Retailer.",418,Gigi by La Femme,Blue Dresses;Fit and Flare Dresses;Formal Dresses;Homecoming Dresses;Lace Dresses;Long Dresses;Mermaid Dresses;Party Dresses;Prom Dresses;Scoop Necklines Dresses;Sequin Dresses;Two Piece Dresses;Gigi by La Femme;Nude Dresses;White Dresses,"Gigi by La Femme 26071 dresses images.  Available in Navy, White for $418",Gigi by La Femme 26071,Gigi by La Femme - 26071 - Formal Dress - Prom Dress - 26071,"Gigi by La Femme 26071 prom dress available for $418. Buy with confidence, this is an authentic Gigi by La Femme 26071 designer dress.","26071,La Femme,LaFemme 26071,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26125,Gold Nude,"00, 0, 2, 4, 6, 8, 10, 12, 14, 16",Gigi by La Femme 26125,Gigi by La Femme 26125 Dress,Gigi by La Femme 26125 dresses are available is these colors: Gold Nude. Our guaranteed low price is $498 for all sizes: 00-16.  Buy your authentic Gigi by La Femme 26125 from an authorized International Prom Association Retailer.,498,Gigi by La Femme,Formal Dresses;Gold Dresses;Homecoming Dresses;Long Dresses;Nude Dresses;Party Dresses;Prom Dresses;Sexy and Sleek Dresses;Straight Dresses;Sweetheart Neckline Dresses;V-Neck Dresses;Gigi by La Femme,Gigi by La Femme 26125 dresses images.  Available in Gold Nude for $498,Gigi by La Femme 26125,Gigi by La Femme - 26125 - Formal Dress - Prom Dress - 26125,"Gigi by La Femme 26125 prom dress available for $498. Buy with confidence, this is an authentic Gigi by La Femme 26125 designer dress.","26125,La Femme,LaFemme 26125,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26129,"Blush, Cloud Blue","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26129,Gigi by La Femme 26129 Dress,"Gigi by La Femme 26129 dresses are available is these colors: Blush, Cloud Blue. Our guaranteed low price is $350 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26129 from an authorized International Prom Association Retailer.",350,Gigi by La Femme,Blue Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Scoop Necklines Dresses;Sexy and Sleek Dresses;Straight Dresses;Gigi by La Femme,"Gigi by La Femme 26129 dresses images.  Available in Blush, Cloud Blue for $350",Gigi by La Femme 26129,Gigi by La Femme - 26129 - Formal Dress - Prom Dress - 26129,"Gigi by La Femme 26129 prom dress available for $350. Buy with confidence, this is an authentic Gigi by La Femme 26129 designer dress.","26129,La Femme,LaFemme 26129,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26130,Charcoal,"00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26130,Gigi by La Femme 26130 Dress,Gigi by La Femme 26130 dresses are available is these colors: Charcoal. Our guaranteed low price is $398 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26130 from an authorized International Prom Association Retailer.,398,Gigi by La Femme,Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Scoop Necklines Dresses;Sexy and Sleek Dresses;Silver Dresses;Straight Dresses;Gigi by La Femme,Gigi by La Femme 26130 dresses images.  Available in Charcoal for $398,Gigi by La Femme 26130,Gigi by La Femme - 26130 - Formal Dress - Prom Dress - 26130,"Gigi by La Femme 26130 prom dress available for $398. Buy with confidence, this is an authentic Gigi by La Femme 26130 designer dress.","26130,La Femme,LaFemme 26130,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26181,"Blush, Navy, Silver","00, 0, 2, 4, 6, 8, 10, 12, 14",Gigi by La Femme 26181,Gigi by La Femme 26181 Dress,"Gigi by La Femme 26181 dresses are available is these colors: Blush, Navy, Silver. Our guaranteed low price is $338 for all sizes: 00-14.  Buy your authentic Gigi by La Femme 26181 from an authorized International Prom Association Retailer.",338,Gigi by La Femme,Blue Dresses;Fit and Flare Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Mermaid Dresses;Party Dresses;Prom Dresses;Scoop Necklines Dresses;Gigi by La Femme,"Gigi by La Femme 26181 dresses images.  Available in Blush, Navy, Silver for $338",Gigi by La Femme 26181,Gigi by La Femme - 26181 - Formal Dress - Prom Dress - 26181,"Gigi by La Femme 26181 prom dress available for $338. Buy with confidence, this is an authentic Gigi by La Femme 26181 designer dress.","26181,La Femme,LaFemme 26181,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26182,"Crimson, Royal Blue","00, 0, 2, 4, 6, 8, 10, 12",Gigi by La Femme 26182,Gigi by La Femme 26182 Dress,"Gigi by La Femme 26182 dresses are available is these colors: Crimson, Royal Blue. Our guaranteed low price is $438 for all sizes: 00-12.  Buy your authentic Gigi by La Femme 26182 from an authorized International Prom Association Retailer.",438,Gigi by La Femme,Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Prom Dresses;Red Dresses;Scoop Necklines Dresses;Sexy and Sleek Dresses;Straight Dresses;Gigi by La Femme;Blue Dresses,"Gigi by La Femme 26182 dresses images.  Available in Crimson, Royal Blue for $438",Gigi by La Femme 26182,Gigi by La Femme - 26182 - Formal Dress - Prom Dress - 26182,"Gigi by La Femme 26182 prom dress available for $438. Buy with confidence, this is an authentic Gigi by La Femme 26182 designer dress.","26182,La Femme,LaFemme 26182,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26215,"Lemon, Red, Royal Blue","00, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20",Gigi by La Femme 26215,Gigi by La Femme 26215 Dress,"Gigi by La Femme 26215 dresses are available is these colors: Lemon, Red, Royal Blue. Our guaranteed low price is $298 for all sizes: 00-20.  Buy your authentic Gigi by La Femme 26215 from an authorized International Prom Association Retailer.",298,Gigi by La Femme,Ball Gowns;Fit and Flare Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Party Dresses;Pink Dresses;Prom Dresses;Sweetheart Neckline Dresses;V-Neck Dresses;Gigi by La Femme;Blue Dresses,"Gigi by La Femme 26215 dresses images.  Available in Lemon, Red, Royal Blue for $298",Gigi by La Femme 26215,Gigi by La Femme - 26215 - Formal Dress - Prom Dress - 26215,"Gigi by La Femme 26215 prom dress available for $298. Buy with confidence, this is an authentic Gigi by La Femme 26215 designer dress.","26215,La Femme,LaFemme 26215,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
26217,"Burgundy, Forest Green, Navy, White","00, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18",Gigi by La Femme 26217,Gigi by La Femme 26217 Dress,"Gigi by La Femme 26217 dresses are available is these colors: Burgundy, Forest Green, Navy, White. Our guaranteed low price is $378 for all sizes: 00-18.  Buy your authentic Gigi by La Femme 26217 from an authorized International Prom Association Retailer.",378,Gigi by La Femme,Fit and Flare Dresses;Formal Dresses;Homecoming Dresses;Long Dresses;Mermaid Dresses;Party Dresses;Prom Dresses;Red Dresses;Sweetheart Neckline Dresses;V-Neck Dresses;Gigi by La Femme;Green Dresses,"Gigi by La Femme 26217 dresses images.  Available in Burgundy, Forest Green, Navy, White for $378",Gigi by La Femme 26217,Gigi by La Femme - 26217 - Formal Dress - Prom Dress - 26217,"Gigi by La Femme 26217 prom dress available for $378. Buy with confidence, this is an authentic Gigi by La Femme 26217 designer dress.","26217,La Femme,LaFemme 26217,Prom Dress,Prom Gown,Formal,Evening,2018 Prom Dresses,2018 Prom Gowns,Gigi by La Femme,LaFemme Dresses,La Femme Fashion,La Femme Evening Collection"
